[T24.],Land,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
11,Western Africa,2010,Permanent crops (% of total land area),2.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2010,Forest cover (% of total land area),11.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Land area (thousand hectares),"606,406",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Arable land (thousand hectares),"85,789",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Permanent crops (thousand hectares),"16,123",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Forest cover (thousand hectares),"66,417",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Arable land (% of total land area),14.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Permanent crops (% of total land area),2.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Forest cover (% of total land area),11.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Land area (thousand hectares),"3,880,553",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Arable land (thousand hectares),"367,909",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Permanent crops (thousand hectares),"29,413",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Forest cover (thousand hectares),"1,616,564",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Arable land (% of total land area),9.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Permanent crops (% of total land area),0.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Forest cover (% of total land area),41.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Land area (thousand hectares),"3,879,103",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Arable land (thousand hectares),"364,012",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Permanent crops (thousand hectares),"27,990",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Forest cover (thousand hectares),"1,602,412",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Arable land (% of total land area),9.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Permanent crops (% of total land area),0.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Forest cover (% of total land area),41.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Land area (thousand hectares),"3,878,861",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Arable land (thousand hectares),"371,240",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Permanent crops (thousand hectares),"27,734",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Forest cover (thousand hectares),"1,590,712",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Arable land (% of total land area),9.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Permanent crops (% of total land area),0.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Forest cover (% of total land area),41.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Land area (thousand hectares),"1,866,616",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Arable land (thousand hectares),"210,384",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Permanent crops (thousand hectares),"9,573",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Forest cover (thousand hectares),"652,337",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Arable land (% of total land area),11.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Permanent crops (% of total land area),0.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Forest cover (% of total land area),34.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),21.83,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
21,Northern America,2010,Land area (thousand hectares),"1,865,166",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Arable land (thousand hectares),"199,327",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Permanent crops (thousand hectares),"7,621",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Forest cover (thousand hectares),"656,026",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Arable land (% of total land area),10.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Permanent crops (% of total land area),0.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Forest cover (% of total land area),35.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),25.50,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
21,Northern America,2016,Land area (thousand hectares),"1,865,166",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Arable land (thousand hectares),"196,031",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Permanent crops (thousand hectares),"7,244",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Forest cover (thousand hectares),"657,396",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Arable land (% of total land area),10.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Permanent crops (% of total land area),0.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Forest cover (% of total land area),35.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),26.23,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
21,Northern America,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),26.23,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
419,Latin America & the Caribbean,2005,Land area (thousand hectares),"2,013,936",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
419,Latin America & the Caribbean,2005,Arable land (thousand hectares),"157,525",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
419,Latin America & the Caribbean,2005,Permanent crops (thousand hectares),"19,840",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
419,Latin America & the Caribbean,2005,Forest cover (thousand hectares),"964,227",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
419,Latin America & the Caribbean,2005,Arable land (% of total land area),7.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
419,Latin America & the Caribbean,2005,Permanent crops (% of total land area),1.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
419,Latin America & the Caribbean,2005,Forest cover (% of total land area),47.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
419,Latin America & the Caribbean,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),33.57,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
